iter	Logloss
193	0.5335301876
194	0.5334988776
195	0.5334592931
196	0.5334211286
197	0.533401464
198	0.5333679839
199	0.5333010097
200	0.5332763417
201	0.5332003645
202	0.5331532763
203	0.5330709572
204	0.5330212884
205	0.5329673687
206	0.5329281755
207	0.5328861926
208	0.5328299673
209	0.5327725321
210	0.5327531321
211	0.5327119029
212	0.5326788397
213	0.5326379901
214	0.5325773078
215	0.5325175563
216	0.5324765818
217	0.5324134255
218	0.532376247
219	0.5323349637
220	0.5323182653
221	0.5322706594
222	0.5322238087
223	0.5321791962
224	0.5320956717
225	0.5320285147
226	0.5320023545
227	0.5319673209
228	0.531932866
229	0.5319016582
230	0.5318569476
231	0.531810483
232	0.5317832422
233	0.5317338124
234	0.5317171082
235	0.5316732041
236	0.5316100704
237	0.5315929145
238	0.531536745
239	0.5314920703
240	0.5314306495
241	0.5314132845
242	0.5313727579
243	0.5313093903
244	0.531290286
245	0.5312502496
246	0.5311863898
247	0.5311376795
248	0.5310977245
249	0.5310556421
250	0.5310230638
251	0.5309592053
252	0.5309089366
253	0.5308767203
254	0.5308463688
255	0.530770679
256	0.5307490573
257	0.5307099055
258	0.5306398026
259	0.5306134041
260	0.5305762551
261	0.5305282767
262	0.5304924705
263	0.5304567756
264	0.5304337316
265	0.5303723452
266	0.5303459485
267	0.5303056302
268	0.5302662409
269	0.5302173789
270	0.5301630518
271	0.5301283258
272	0.5300974418
273	0.5300576275
274	0.5300231817
275	0.5299775084
276	0.5299251002
277	0.5298807305
278	0.5298247808
279	0.529751012
280	0.5297042061
281	0.5296429734
282	0.5296087885
283	0.5295734761
284	0.5295283054
285	0.529472374
286	0.5294373196
287	0.5293976527
288	0.5293516717
289	0.5292921445
290	0.5292438871
291	0.5292200832
292	0.5291784093
293	0.5291330959
294	0.5290943236
295	0.5290630542
296	0.5290309585
297	0.5290016332
298	0.5289569976
299	0.528922489
300	0.5288866829
301	0.5288164473
302	0.5287484509
303	0.5287014267
304	0.5286874797
305	0.528645936
306	0.5285947395
307	0.528559233
308	0.5285166768
309	0.5284584601
310	0.5284056141
311	0.5283779401
312	0.5283641352
313	0.5283155041
314	0.528278863
315	0.5282461344
316	0.5281836632
317	0.5281537273
318	0.5280693367
319	0.528018559
320	0.5279862119
321	0.5279547531
322	0.5279265328
323	0.5278949061
324	0.5278391983
325	0.5277898299
326	0.5277170904
327	0.5276484949
328	0.5276148066
329	0.5275595672
330	0.5275222064
331	0.5274924299
332	0.5274722961
333	0.5274316924
334	0.527395446
335	0.5273650866
336	0.5273204112
337	0.5272772973
338	0.5272255313
339	0.5271969202
340	0.5271643684
341	0.5271407629
342	0.5270948749
343	0.5270614781
344	0.5270152923
345	0.5269638722
346	0.5269124185
347	0.5268735322
348	0.52684433
349	0.5268155379
350	0.5267683203
351	0.5267087809
352	0.526655535
353	0.5266333934
354	0.5266029082
355	0.5265768822
356	0.5265339393
357	0.5265130744
358	0.5264762042
359	0.5264400739
360	0.526418316
361	0.5263675022
362	0.526327624
363	0.5263070596
364	0.5262917454
365	0.5262816611
366	0.5262550652
367	0.526213226
368	0.5261490181
369	0.5261002408
370	0.5260711726
371	0.5260280398
372	0.5259952479
373	0.5259239831
374	0.525862335
375	0.5258190072
376	0.5257969864
377	0.5257578146
378	0.5257014896
379	0.5256609758
380	0.5256542428
381	0.5256465693
382	0.5256041859
383	0.5255700183
384	0.5255504678
385	0.5255220605
386	0.5254685935
387	0.5254291087
388	0.5253679422
389	0.525338087
390	0.5253033615
391	0.5252574662
392	0.5252173595
393	0.5251894401
394	0.5251556403
395	0.5251390002
396	0.5251074492
397	0.5250712044
398	0.5250368942
399	0.5249885117
400	0.5249603389
401	0.5249328425
402	0.5248948491
403	0.5248701578
404	0.5248453179
405	0.5248111122
406	0.5247883188
407	0.5247554581
408	0.5247409606
409	0.524706898
410	0.5246686405
411	0.5246335841
412	0.5245931473
413	0.5245450303
414	0.5244851511
415	0.5244543605
416	0.5244379062
417	0.5243724278
418	0.5243469009
419	0.5243235822
420	0.5242774449
421	0.5242480136
422	0.524212591
423	0.5242006399
424	0.5241708615
425	0.5241440069
426	0.5241369304
427	0.524098983
428	0.5240792418
429	0.5240268778
430	0.5239850407
431	0.5239601142
432	0.5239496908
433	0.5239276287
434	0.5238975973
435	0.5238755687
436	0.5238644417
437	0.5238261199
438	0.5237882113
439	0.5237477502
440	0.5237265708
441	0.5237018237
442	0.5236645871
443	0.5236277125
444	0.5236254182
445	0.5235877141
446	0.5235669172
447	0.5235414839
448	0.5235238102
449	0.5235103458
450	0.5234649875
451	0.5234296527
452	0.5234186552
453	0.5233973155
454	0.5233367642
455	0.523301801
456	0.5232572066
457	0.5232239842
458	0.5232033632
459	0.523158156
460	0.5231279442
461	0.5231119302
462	0.5230572474
463	0.5230223906
464	0.5229826453
465	0.5229395303
466	0.5229259767
467	0.5229132792
468	0.522882938
469	0.5228271205
470	0.52281828
471	0.5227854004
472	0.5227754834
473	0.5227446997
474	0.5226837234
475	0.522643062
476	0.5226323596
477	0.5226063813
478	0.5225788987
479	0.5225450164
480	0.5225069862
481	0.5224655371
482	0.5224441361
483	0.5224214081
484	0.5223895616
485	0.5223584577
486	0.5223351572
487	0.5223268681
488	0.5223038492
489	0.5222825597
490	0.5222554894
491	0.5222281669
492	0.5221728138
493	0.522149437
494	0.5221055671
495	0.5220703651
496	0.522026991
497	0.5219872927
498	0.5219624057
499	0.5219383659
500	0.5219053765
501	0.5218808566
502	0.5218688392
503	0.5218281226
504	0.5217704723
505	0.5217661499
506	0.5217433244
507	0.5216981751
508	0.5216676092
509	0.5216429609
510	0.5216376109
511	0.5216137035
512	0.5215821152
513	0.521542576
514	0.5215259657
515	0.5214945866
516	0.5214705427
517	0.5214521841
518	0.5214433909
519	0.5214234974
520	0.521399305
521	0.5213785955
522	0.5213250163
523	0.5213073124
524	0.521294311
525	0.5212471578
526	0.5212323727
527	0.5211985937
528	0.521149134
529	0.5211335486
530	0.5211064357
531	0.5211028669
532	0.5210673938
533	0.5210327815
534	0.5210085213
535	0.5210041599
536	0.5209919053
537	0.5209699441
538	0.5209350557
539	0.5208928929
540	0.5208520462
541	0.5207867639
542	0.5207642783
543	0.5207389348
544	0.520721086
545	0.5206836294
546	0.5206658916
547	0.520635795
548	0.5206085205
549	0.5205880591
550	0.5205601816
551	0.5205387403
552	0.5205282833
553	0.5204918823
554	0.5204796699
555	0.5204551671
556	0.5203945089
557	0.5203617141
558	0.5203393934
559	0.5203245618
560	0.5203180735
561	0.5203002119
562	0.5202568826
563	0.5202419696
564	0.5202116672
565	0.5201874389
566	0.52014116
567	0.5201008804
568	0.5200865182
569	0.5200360054
570	0.5200080402
571	0.5199791066
572	0.5199148571
573	0.5198789924
574	0.5198754419
575	0.5198679848
576	0.5198363829
577	0.5198016628
578	0.5197990491
579	0.5197791211
580	0.519769389
581	0.5197618021
582	0.5197375353
583	0.5197083282
584	0.5196707982
585	0.5196594693
586	0.5196161053
587	0.5195883621
588	0.5195367334
589	0.5195352988
590	0.5195334925
591	0.519499675
592	0.5194576353
593	0.5194184548
594	0.5193497941
595	0.5193206227
596	0.519290979
597	0.5192885073
598	0.5192576371
599	0.5192386165
600	0.5192143942
601	0.5192115841
602	0.5191973803
603	0.5191699759
604	0.5191664978
605	0.5191487361
606	0.5191327229
607	0.5190921722
608	0.5190746973
609	0.5190474047
610	0.5190083099
611	0.518965369
612	0.5189404422
613	0.5189206179
614	0.5188992756
615	0.5188601563
616	0.5188435873
617	0.5188270368
618	0.5188084068
619	0.5187426401
620	0.5187035295
621	0.5186775412
622	0.5186602582
623	0.5186349043
624	0.5186233243
625	0.5186142171
626	0.5186014572
627	0.5185678956
628	0.5185662732
629	0.5185405001
630	0.5185262414
631	0.518512874
632	0.5185104158
633	0.5184708094
634	0.5184282596
635	0.5184020663
636	0.5183730954
637	0.5183678136
638	0.518345176
639	0.5183021479
640	0.5183005985
641	0.5182564748
642	0.5182124252
643	0.5181632331
644	0.518141244
645	0.5181002927
646	0.5180857765
647	0.5180579261
648	0.5180079235
649	0.5179900532
650	0.5179497134
651	0.5179032235
652	0.5178886383
653	0.5178551888
654	0.5178244927
655	0.5178098029
656	0.5177615355
657	0.5177459771
658	0.5177126029
659	0.5176721653
660	0.517628509
661	0.5176170705
662	0.5176003483
663	0.517589887
664	0.5175561535
665	0.5175031119
666	0.5174749875
667	0.5174555779
668	0.5173789321
669	0.5173476906
670	0.517324035
671	0.5172666613
672	0.5172297685
673	0.5172077356
674	0.5171538767
675	0.5171260094
676	0.5170964024
677	0.5170915234
678	0.5170567077
679	0.5170315679
680	0.5170152522
681	0.5169886245
682	0.516930497
683	0.5169138
684	0.5168689094
685	0.5168295571
686	0.5168207161
687	0.5167688049
688	0.5167591108
689	0.5167205569
690	0.5167025708
691	0.5167012595
692	0.5166886743
693	0.516658435
694	0.5166559309
695	0.5166298625
696	0.5165873164
697	0.5165766729
698	0.516549031
699	0.5165235972
700	0.5164964546
701	0.5164804038
702	0.5164651223
703	0.5164365166
704	0.5164300415
705	0.5163936891
706	0.5163568892
707	0.5163407337
708	0.5162987462
709	0.516256515
710	0.5162259893
711	0.5162066242
712	0.51618067
713	0.5161493706
714	0.5161199391
715	0.5160690905
716	0.5160676291
717	0.51602484
718	0.5159994599
719	0.5159560227
720	0.5159032343
721	0.5158742039
722	0.5158267816
723	0.5157994678
724	0.5157687338
725	0.5157350323
726	0.5157186221
727	0.5156928853
728	0.5156749422
729	0.5156369795
730	0.5156085729
731	0.5155935228
732	0.5155607197
733	0.5155524839
734	0.5155501624
735	0.5155383155
736	0.5155339131
737	0.5155131309
738	0.5154716342
739	0.5154303861
740	0.5153965249
741	0.5153805783
742	0.51532545
743	0.5152884506
744	0.5152422583
745	0.5152043298
746	0.5151566411
747	0.5151278044
748	0.5151206065
749	0.5150873331
750	0.5150693681
751	0.5150294324
752	0.5149994129
753	0.5149981884
754	0.5149941144
755	0.5149813014
756	0.5149797631
757	0.514952442
758	0.5149279976
759	0.5149145036
760	0.5148508242
761	0.5148491926
762	0.5148269828
763	0.5148016434
764	0.5147679749
765	0.5147525905
766	0.5147407879
767	0.5147244792
768	0.5147032307
769	0.5146752958
770	0.5146730627
771	0.5146173653
772	0.5145773635
773	0.5145692281
774	0.5145320979
775	0.5145212381
776	0.5144705973
777	0.5144476318
778	0.5144306657
779	0.5144015833
780	0.5143784968
781	0.5143496492
782	0.5143176709
783	0.5143031445
784	0.5142744229
785	0.5142720927
786	0.514256593
787	0.5142365318
788	0.5141926003
789	0.5141854251
790	0.5141601655
791	0.5141331258
792	0.5141216268
793	0.514093608
794	0.5140556035
795	0.5140435617
796	0.5140361624
797	0.5139744791
798	0.513968026
799	0.5139468559
800	0.513931993
801	0.513923547
802	0.5138948657
803	0.5138797912
804	0.5138555955
805	0.5138277987
806	0.5138037242
807	0.5137573126
808	0.5137445932
809	0.5137145617
810	0.5136685291
811	0.5136489931
812	0.5136060385
813	0.5135766275
814	0.5135616036
815	0.5135094836
816	0.513478781
817	0.5134689549
818	0.513435299
819	0.513408876
820	0.513389013
821	0.513353114
822	0.513326531
823	0.5133044566
824	0.5132842796
825	0.5132682843
826	0.5132316091
827	0.5132246211
828	0.5132040079
829	0.5131750527
830	0.5131558582
831	0.5131433628
832	0.5131294864
833	0.5131006699
834	0.5130879127
835	0.5130749303
836	0.5130496777
837	0.5130478499
838	0.5130330641
839	0.5129970846
840	0.5129629729
841	0.5129508687
842	0.5129264074
843	0.5129217331
844	0.5128952247
845	0.5128623577
846	0.5128385346
847	0.5128239934
848	0.512810299
849	0.5127744705
850	0.5127314822
851	0.5127134756
852	0.5126917088
853	0.5126584068
854	0.5126217621
855	0.5125934737
856	0.5125491739
857	0.5125165759
858	0.5124901292
859	0.5124724149
860	0.5124416261
861	0.5124204538
862	0.5123951943
863	0.5123834354
864	0.5123639076
865	0.5123403115
866	0.5123220106
867	0.5122992079
868	0.5122629389
869	0.5122478133
870	0.5122176959
871	0.5122123748
872	0.5121850072
873	0.5121720102
874	0.5121174253
875	0.5120888029
876	0.5120717508
877	0.5120339393
878	0.5120061719
879	0.5119847396
880	0.5119780424
881	0.5119762567
882	0.5119492574
883	0.5119134666
884	0.5119126649
885	0.5118869998
886	0.5118722016
887	0.5118333751
888	0.5118205886
889	0.5118110727
890	0.5117606305
891	0.5117423247
892	0.5117197185
893	0.5117147
894	0.5116910223
895	0.5116802983
896	0.5116526602
897	0.5116278717
898	0.5115786325
899	0.511552664
900	0.5115302715
901	0.5115112686
902	0.5115058226
903	0.5114927957
904	0.5114752878
905	0.511463324
906	0.5114530469
907	0.5114379848
908	0.5114136448
909	0.5114128957
910	0.5113982202
911	0.5113778111
912	0.511366875
913	0.5113313159
914	0.511301392
915	0.5112856977
916	0.5112524773
917	0.5112263753
918	0.51118604
919	0.5111211884
920	0.5111122759
921	0.5110857773
922	0.5110610682
923	0.5110559427
924	0.511054837
925	0.5110439642
926	0.5110164358
927	0.511012355
928	0.5109991866
929	0.5109986654
930	0.5109696903
931	0.5109379612
932	0.5109151617
933	0.5108954474
934	0.5108564501
935	0.5108032554
936	0.5107839039
937	0.5107703431
938	0.5107551006
939	0.5107513308
940	0.5107274849
941	0.5107128747
942	0.5106856737
943	0.510665425
944	0.5106646888
945	0.5106446467
946	0.5106195022
947	0.5105883753
948	0.5105777953
949	0.5105362647
950	0.5105280394
951	0.5105035725
952	0.5104943663
953	0.5104645423
954	0.510419677
955	0.5103966582
956	0.5103874773
957	0.5103680963
958	0.5103533645
959	0.5103294099
960	0.5102842665
961	0.5102604045
962	0.5102224197
963	0.5102086598
964	0.5102011599
965	0.5101871966
966	0.5101396718
967	0.5101292051
968	0.5101218113
969	0.5100895673
970	0.5100662247
971	0.5100652744
972	0.5100307823
973	0.5100224982
974	0.5100207345
975	0.5099829349
976	0.5099491714
977	0.5099344334
978	0.5099107394
979	0.5099001546
980	0.5098753588
981	0.5098628771
982	0.50982901
983	0.5098176364
984	0.5097876947
985	0.5097860228
986	0.5097719568
987	0.5097329881
988	0.5097108523
989	0.5097043546
990	0.5096555239
991	0.5096365499
992	0.509626247
993	0.5096041461
994	0.5095898333
995	0.5095732313
996	0.5095504866
997	0.509543203
998	0.5095242234
999	0.5094671057
